,ADK1_FO12_5,ARK1_BA,ARK1_F_BA,AVO1_FO12_5,BCK1_EDBA,BCK1_FODBA,BW25113_Ecoli_FO12_5,BW25113_Ecoli_S12_5,BW25113_S27_9,CAK1_FO12_5,CBK1_FO12_5,CCL1_FO12_5,CDC14_FO12_5,CDC15_FO12_5,CDC28_FO12_5,CDC28_het_F_BA,CDC28_he_BA,cdc34_FO12_5,cdc4_FO12_5,cdc53_FO12_5,CDC5_FO12_5,CDC7_FO12_5,CKA2_BA,CKI1_BA,CKI1_F_BA,CKS1_FO12_5,CLN2_EDBA,CLN2_FODBA,DAK1_BA,DAK1_F_BA,DBF20_FO12_5,DBF2_BA,DBF2_F_BA,DBF4_FO12_5,DUN1_FO12_5,ELM1_BA,ELM1_F_BA,FAB1_BA,FAB1_F_BA,FAR1_BA,FAR1_F_BA,FCP1_FO12_5,FMP48_EDBA,FMP48_FODBA,GLC7_BA,GLC7_F_BA,HOG1_EDBA,HOG1_FODBA,HRR25_het_F_BA,HRR25_he_BA,HSL1_BA,HSL1_F_BA,ILV3_F12_9,ILV3_S12_9,IPL1_FO12_5,IRE1_EDBA,IRE1_FODBA,ISR1_FO12_5,J_WT_Gal_FO12_5,J_WT_Gluc_FO12_5,KIN28_FO12_5,KSP1_EDBA,KSP1_FODBA,KSS1_het_F_BA,KSS1_he_BA,LST8_FO12_5,MCK1_BA,MCK1_F_BA,MEC1_FO12_5,MG1655_Ecoli_FO12_5,MG1655_Ecoli_S12_5,MG1655_S27_9,MKK1_EDBA,MKK1_FODBA,MPS1_FO12_5,NNK1_FODBA,NPR1_EDBA,NPR1_FODBA,PBS2_FO12_5,pdryCG196log_FODBA,pdryCG196_FODBA,pdryCG200_FODBA,PFK27_BA,PFK27_F_BA,PFK2_BA,PFK2_F_BA,PHO85_het_F_BA,PHO85_he_BA,PKC1_FO12_5,PRR2_BA,PRR2_F_BA,RAD53_het_F_BA,RAD53_he_BA,RIO1_EDBA,RIO1_FODBA,RIO2_FODBA,SCD5_FO12_5,SCH9_F12_9,SCH9_S12_9,Sc_mata_F12_9,Sc_mata_S12_9,SDS22_FO12_5,SFP1_F12_9,SFP1_S12_9,SLN1_FO12_5,SLT2_EDBA,SLT2_FODBA,SNF1_het_F_BA,SNF1_he_BA,SSU72_FO12_5,TOR1_EDBA,TOR1_FODBA,Tor1_GFP_BA,Tor1_GFP_F_BA,TOR2_EDBA,TOR2_FODBA,Tor2_GFP_F_BA,Tor2_GF_BA,TSCII_FO12_5,WT-TB50_BA,WT-TB50_F_BA,WtandRap_BA,WtandRap_F_BA,WTScer1448log_EDBA,WTScer1448log_FODBA,WTScer1448_EDBA,WTScer1448_FODBA,WTScer1450_FODBA,WT_hetdip_FO12_5,WT_mata_FO12_5,WT_pombe_FO12_5,YCK3_BA,YNK1_BA,YNK1_F_BA,YPI1_FO12_5
KM 07522,-1.07451,-0.995868,-1.4994,-0.625433,-0.802851,-1.13554,-0.0619118,0.503499,0.563455,-0.507988,-0.59079,-0.597948,-0.595337,-0.516374,-0.48073,-0.95964,-1.17982,-0.803842,-0.842553,-1.2207,-0.79012,-0.542098,-1.80252,-1.34674,-1.6742,-1.02478,-5.75395,-1.6629,-0.505886,-1.7484,-1.48229,-0.507402,0.134425,-0.674596,-0.925967,-1.57236,-2.30724,-0.417678,-1.25538,-0.480614,-1.03422,-0.555435,-1.0352,-1.54787,-0.808968,-0.766671,-9.43527,-2.20981,-0.263495,0.0056941,-1.34859,-2.8214,-1.20165,-1.17028,-0.160131,-0.683269,-1.26961,-0.85001,-0.439224,0.454416,-0.736566,-2.35356,-1.98586,-1.22457,-1.91812,-0.449636,-2.05476,-1.51582,-0.233349,-2.79728,-3.03485,-1.80943,-0.827027,-1.96421,-0.353048,-2.01879,-1.80056,-2.12556,-2.20284,-5.43269,-4.26063,-7.39462,-0.830224,-1.5831,-1.30906,-2.46612,-0.687358,-0.969126,-0.517587,-0.85101,-1.78939,-0.408837,0.0538429,-1.53149,-1.06253,-0.991791,-0.0699471,-5.83282,-4.19775,-2.12859,-2.60494,-0.928215,-0.355661,-3.04657,-0.313121,-10.3478,-0.933795,-0.806131,-1.71491,-0.615052,-1.64675,-1.34975,-0.441924,-1.02517,-1.44563,-0.692848,-0.573436,-1.45988,-0.59982,-0.764027,-1.35542,-3.39186,-3.21274,-0.547653,-1.84774,-6.69025,-1.5858,-0.65552,-0.74438,-2.11918,0.266526,-0.420865,-0.776406,-1.89115,-0.505755
KM 07972,0.253483,1.33467,0.49386,0.212728,0.767495,0.76679,-0.0948772,-0.553593,0.77478,0.261741,0.724389,0.535384,0.157697,0.0524585,0.0909404,0.358347,1.39929,0.251341,0.309821,-0.128994,0.878287,0.89934,0.841661,1.09061,0.0252669,0.0947808,-0.202498,0.377935,1.23668,0.679121,0.350758,0.398157,0.581458,0.393352,0.728268,0.771941,0.224924,0.379152,0.378317,1.4076,0.983584,-0.0966487,1.60851,0.46291,1.50882,2.16294,-0.44635,0.66655,0.921551,1.86331,1.39339,-0.00154185,-0.0854766,1.37034,0.556801,0.606983,0.591155,0.610359,-0.0678614,-0.846536,0.284715,0.976396,0.901698,-0.0827422,1.20393,0.422473,1.04318,2.28233,0.630659,-0.065046,0.332459,-0.257465,0.861984,0.926727,0.349275,0.375385,0.444862,0.50456,0.571869,0.331614,0.288164,-0.161159,1.46167,0.799847,1.05813,0.437978,-0.404958,1.39846,0.97862,1.28918,0.913417,0.334611,1.51825,1.69149,0.395922,0.305271,0.908784,1.24729,0.765982,-0.334131,0.737204,0.0810079,0.524615,0.976265,0.370505,0.987021,0.837782,-0.229109,1.39145,-0.0132104,0.793025,0.837911,1.00733,0.945483,1.14931,0.520837,0.904065,0.258072,0.400191,0.966887,0.807784,-3.49465,-3.38183,1.20371,0.867269,-1.43494,0.214444,0.477087,-0.0291951,0.456485,0.837739,1.24093,1.23212,1.08865,0.744706
KM 08102,-0.441031,-2.18554,-0.153125,-1.06333,-4.04644,-0.677173,-0.0429198,0.625188,0.116738,-0.686349,-1.18571,-1.41431,-0.487253,-0.497114,-1.14634,-0.967385,-4.45034,-0.637338,-1.22403,-1.25894,-0.65357,-0.991442,-8.76743,-2.78567,-0.366148,-1.13944,-6.71933,2.06793,-6.0163,0.123252,0.0305939,-7.3279,-25.6362,-1.50351,-1.48295,-5.23952,-0.131634,-8.28331,-6.75721,-4.85054,-0.954252,-0.535816,-2.70973,0.15403,-2.57571,-0.0620422,-8.23327,1.06545,-1.44443,-4.92803,-2.86067,0.62036,-1.52244,-5.24518,-0.962206,-3.31235,-0.324848,-0.0656003,-2.18038,-2.26927,-0.48802,-1.78521,0.351182,-0.839015,-2.43494,-1.45111,-7.28291,-2.4561,-1.02258,-0.833365,-0.314612,-1.02249,-4.37946,-0.348912,-1.18793,0.227836,-2.22843,0.405777,1.31949,0.748035,-0.463725,-0.875732,-5.06379,-0.490781,-1.48181,-0.105868,-1.18508,-3.77292,-0.714122,-1.87919,0.334081,-2.02562,-5.88728,-2.74598,-0.686444,-0.780458,-1.29196,0.30748,-0.495572,-0.132541,-4.47038,-1.01217,-1.24801,-4.00517,-1.03818,-13.2556,-2.19824,-0.611846,-2.7656,-1.08333,-2.59293,-0.376104,-4.76243,-6.36241,-2.24643,-0.510449,-9.22144,-4.32086,-0.951182,-6.65974,-11.1025,-3.70021,-3.55092,-1.84641,0.765702,-9.06457,-0.649635,-0.516334,-1.50232,0.833169,-20.5808,-4.60375,-5.75338,-0.179374,-1.14058
KM 08103,0.0407129,-3.21507,0.212755,0.142426,-5.4818,-3.28808,0.194868,0.598278,-0.214033,-0.0574851,0.189183,-0.242808,0.0362856,0.259048,-0.372509,-0.363696,-3.7984,-0.394748,0.0158909,-0.340747,-0.0506775,0.158748,-3.39075,-4.02612,0.327123,-0.637894,-6.60071,1.14511,-3.56656,0.513911,-0.178085,-1.53556,-0.260348,-0.184885,0.413336,-0.690442,-0.205299,-2.33721,0.519034,-0.903735,-0.220109,-0.214318,-2.0516,0.792934,-1.43385,0.0473047,-12.4393,-2.06932,-0.136445,-1.29335,-3.15628,-0.154449,-0.25998,-3.95983,0.107569,-2.53293,0.740462,0.0892773,-0.156018,-1.50702,-0.353817,-4.10829,0.292745,-0.328405,-1.73337,0.182759,-2.17517,-0.16091,0.163966,-0.658127,0.321997,-0.785847,-2.52522,0.372881,-0.168336,-0.102758,-2.255,0.353541,-4.50834,0.32756,0.192383,0.162652,-0.295636,0.544989,-0.453369,0.601436,-0.26993,-3.31688,0.30282,-0.886332,0.00983311,-0.177588,-1.28958,0.561877,-0.142886,0.273713,0.180552,-0.0187691,-1.06324,0.193347,-1.25748,-0.057645,0.014417,-4.14811,-0.124518,-17.5634,-6.44158,-0.478096,-2.65321,0.145786,-1.99583,0.164795,-0.771749,-0.235618,-2.2906,-0.0269057,0.611414,-1.38839,0.0905102,-1.28281,0.266534,-1.9015,-1.86001,-7.29128,-11.1641,-8.41206,0.758073,0.192866,0.216936,0.644004,-19.6913,-0.658125,-0.974978,0.474854,-0.00229155
KM 08197,-7.63571,-3.80851,-5.16236,-7.79679,-3.38951,-5.58898,-0.410101,-0.700762,-0.962747,-6.75324,-7.98114,-7.66986,-6.90679,-7.35469,-7.76114,-7.65339,-4.32377,-8.04514,-7.47682,-3.94607,-7.2915,-7.71132,-4.0297,-3.97887,-5.94196,-8.31846,-8.50407,-1.6452,-3.25121,-4.51296,-5.01743,-6.71338,-23.1736,-8.70494,-8.94792,-5.48491,-7.64594,-2.43743,-4.8013,-4.56299,-6.19429,-7.05959,-2.57405,-4.75556,-4.04596,-7.44789,-10.5801,-1.19978,-5.32263,-3.54408,-3.19938,-5.75252,-8.23175,-4.85373,-7.53002,-3.18738,-4.24278,-5.45931,-8.58904,-8.0523,-7.55708,-2.71441,-3.63514,-6.35102,-3.58614,-8.26422,-3.89738,-3.30108,-7.19562,-4.04221,-3.39946,-3.02105,-3.94769,-4.79423,-7.26742,-5.65577,-3.89559,-4.88947,-2.37786,-6.64547,-2.88785,-1.35247,-2.95976,-4.04448,-3.79038,-4.68049,-7.98727,-4.77953,-7.63639,-3.27662,-5.20413,-7.33862,-4.29161,-3.48673,-7.75116,-7.09981,-7.88434,-1.48687,-1.34554,-5.41505,-3.55999,-8.09297,-9.28084,-4.84069,-7.50534,-8.17995,-4.54965,-7.60108,-4.18792,-7.18617,-2.85305,-5.78029,-2.58702,-5.19619,-4.26919,-7.37044,-2.91464,-1.15826,-6.9398,-1.64092,-4.63767,-1.0621,-1.01455,-2.43064,-4.18052,-10.6074,-3.15623,-6.7992,-7.176,-4.65286,-29.1336,-3.15921,-3.85799,-4.81472,-7.89046
KM 08240,-0.300352,1.48338,0.285173,-0.413673,0.574974,0.537728,-1.22673,-3.29711,-1.8654,-0.0862251,-0.680902,-0.337066,0.299432,-0.0823937,-0.0973576,-0.529596,0.985471,0.253244,-0.308785,-0.0872445,-0.593446,0.0288728,0.414912,1.28945,0.235506,-0.79795,1.76423,0.957673,1.27866,0.196514,0.143092,0.705121,0.423369,0.094189,-0.140788,1.81174,1.27414,1.99949,0.534591,0.966978,0.0113623,-0.315348,1.74905,0.735173,1.24195,0.0987439,-0.264503,0.538553,0.0940229,1.50657,0.859025,-0.192812,-0.31716,1.09684,-0.190816,0.757636,0.6011,0.514532,0.619839,0.107824,-0.341923,0.788394,0.709536,-0.0641729,1.07659,-0.629567,1.32606,0.455612,0.112558,-1.96626,-2.9782,-6.46226,0.604629,0.481347,-0.336136,0.911284,0.295707,-0.112154,0.308609,0.846059,0.359719,0.370383,1.66154,0.387881,1.03926,0.302925,-0.48915,0.938883,0.304004,1.10796,-0.084056,-0.418765,1.11513,1.19412,0.320619,0.0982235,0.140358,0.00346695,0.167735,0.426446,0.563754,-0.42887,-0.254145,1.28868,-0.210579,0.252779,1.12446,0.0779955,1.01529,-0.00252905,0.240202,0.471928,1.12642,0.669963,0.928485,-0.205958,0.750616,-0.216888,-0.438406,0.884082,0.53195,-2.07281,-2.0291,0.776659,0.568314,-1.69633,0.42773,-0.0202608,0.0319202,1.06482,0.0463534,1.53817,1.12894,0.377274,0.049918
KM 08355,-0.199614,-1.49719,-0.903806,0.0759228,-0.0374639,0.516548,-0.904114,0.435558,0.767843,-0.195173,0.414764,0.0148128,-0.288168,-0.292208,0.316439,0.371404,-0.36497,-0.372007,-0.338868,0.313485,0.202783,0.224084,-1.01804,-1.39926,-0.570692,0.375165,-3.1885,0.771187,-0.17024,-0.0532574,-0.128472,-0.775833,0.363639,0.0456148,0.543318,-2.06983,-0.612273,-2.00899,-0.311434,-1.05093,-0.703234,-0.021184,0.0766575,0.0294872,-0.137893,0.255019,-2.84686,0.825379,0.0376776,-0.648145,-0.927347,-0.927466,0.21567,-0.184028,0.595178,-0.709418,0.541181,0.0571856,-0.317355,-0.129643,0.443084,-0.818957,-0.221321,-0.115286,-0.659674,0.0638318,-2.23113,0.181529,0.294592,0.324214,-0.645441,-0.205666,-0.0148637,-0.72657,0.0653021,-0.0259656,-0.309019,0.0948057,0.818765,0.641903,0.479164,0.48039,-0.374124,0.113799,-0.241063,-0.239579,0.0617599,-0.266714,0.206142,-0.439965,-0.349668,0.362824,-0.164861,-0.125099,0.238806,0.745161,0.0691147,0.0595738,-1.71342,-0.376608,-2.82821,0.321414,0.292172,-1.24188,0.187487,-4.05541,0.533142,0.0437392,-0.178886,0.0984511,-0.766181,0.242658,-0.138193,0.0041122,-0.796818,0.316586,0.0403615,-2.11896,0.629551,-0.0968894,0.11726,0.308351,0.338183,0.418046,0.339575,-4.74781,-1.2054,0.104937,0.523972,-0.129454,-0.364811,-1.36464,-0.701899,-0.825301,0.253412
KM 08451,-0.85308,-9.72661,0.258078,-0.226101,-7.66322,-34.842,-0.676776,0.384722,0.453459,-0.685939,-0.110717,-0.667362,-0.480056,-0.276595,-0.572638,0.103206,-11.5674,-0.398507,-0.321547,-0.632859,-0.123124,-0.263938,-11.4932,-12.9192,-3.66269,-0.480214,-20.5997,-9.80959,-10.3282,-4.84954,-0.131381,-7.47519,-26.1769,-1.83521,-1.82007,-12.7347,-8.27087,-14.6152,-17.5059,-10.7138,-3.32813,0.0606451,-8.66592,-10.5576,-10.6861,-0.263376,-21.2271,-11.6629,0.00190438,-8.93139,-10.8203,0.819702,-1.63196,-13.5205,-0.000874539,-4.45682,-1.51523,-0.417985,-0.609212,-0.351463,-0.299503,-6.68431,0.197223,-0.758375,-10.9777,-0.685213,-10.9738,-28.2796,-0.618873,0.0176451,0.565218,0.0784464,-5.30106,-1.56774,-0.412747,0.193741,-5.83067,1.57092,-2.28249,-1.91817,-0.0927159,0.00391849,-9.99938,-7.39639,-9.57462,-2.73013,0.00150276,-9.59293,0.150509,-10.3311,-2.17092,0.0692166,-10.1808,-9.88745,-0.502744,-0.247242,-0.0837708,-9.74484,-5.80632,-6.85355,-9.06945,-0.344954,-0.77043,-10.2744,-0.314688,-23.5071,-30.9383,-0.20666,-10.6746,-0.457654,-5.99961,-8.37952,-6.73752,-8.79845,-9.47825,0.265423,-12.4472,-5.15467,-0.349827,-8.90693,-16.2581,-1.26767,-1.18364,-6.66543,-0.451024,-14.5972,-0.195523,-0.777031,-1.09292,-4.12777,0.46429,-9.94296,-12.2982,-5.15755,-0.153501
KM 08487,-0.190128,-1.46902,-1.19657,-0.969924,-1.64361,-0.798756,-0.99046,-1.62102,-1.45047,-0.751109,-0.90165,-0.675409,-0.421304,-0.912895,-0.845945,-0.88872,-2.40701,-0.929154,-0.868169,-1.33775,-0.467741,-0.420447,-0.726428,-1.74869,-0.842669,-0.875065,-6.90881,-0.249268,-1.79927,-1.1909,-0.805891,-2.09727,-0.718284,-0.22795,-0.380379,-1.73253,-0.631904,-4.37642,-0.793208,-1.55413,-0.976223,-0.725715,-0.640004,-0.639104,-1.41925,-1.04154,-5.07885,0.274162,-0.586002,-3.88951,-1.35951,-1.09379,-1.55491,-2.00668,-0.972402,-1.87047,-1.03973,-1.09255,-0.882916,-0.582121,-0.242763,-2.56369,-1.0803,-1.56792,-1.83533,-1.36138,-2.5382,-0.3408,-0.16195,-1.05758,-0.689369,-0.775482,-1.18937,-0.710086,-0.589913,-1.16008,-1.82259,-0.686677,0.830239,0.429638,-0.72572,-1.37043,-2.60826,-1.50491,-1.29742,-1.45721,-1.29569,-2.17001,-0.312667,-1.81914,-1.75895,-0.853587,-2.98539,-1.0632,-0.512285,-1.20361,-0.921474,-0.468749,-1.4711,-1.66322,-1.66966,-0.840763,-0.877099,-1.80622,-0.419166,-14.4739,-0.788587,-0.897641,-1.42779,-0.867533,-1.6185,-0.802081,-1.55716,-0.473339,-1.68741,-1.0712,-0.99104,-2.55779,-0.562296,-3.06663,-0.891778,-3.01499,-2.87455,-0.409278,-0.946967,-7.44908,-0.524031,-0.804196,-0.94284,-1.15521,-26.4889,-2.65836,-1.65292,-1.0857,-0.763445
KM 08488,-1.87852,-11.1969,-1.17743,-18.8305,-7.80274,-35.7694,-0.175675,-0.711731,-0.987424,-14.5361,-1.49494,-2.29389,-1.95513,-13.6256,-1.69312,-2.57122,-11.7766,-17.1768,-16.4266,-16.141,-1.83539,-1.52481,-9.49801,-12.636,-5.54247,-2.31256,-24.3932,-25.2696,-12.1587,-19.3023,-0.945153,-7.34933,-24.8932,-2.10743,-19.2403,-13.1017,-7.02019,-18.3941,-30.3429,-11.757,-8.3227,-8.33058,-8.32512,-14.9876,-12.0672,-2.261,-25.0234,-20.0106,-9.61835,-11.5931,-10.3477,-0.341019,-2.54305,-12.3676,-1.90321,-7.88468,-33.1077,-1.56326,-19.4675,-4.68384,-1.86817,-8.48828,-16.8103,-2.8326,-10.5591,-7.71339,-10.1822,-16.6785,-1.95163,-2.83747,-1.96399,-2.30415,-9.60593,-33.1964,-1.91518,-2.73694,-8.31697,-21.3026,0.115922,-17.5786,-9.50636,-9.80803,-12.4009,-27.8439,-8.94224,-2.6439,-3.6183,-10.9603,-2.18885,-10.9431,-7.02231,-13.5094,-12.2695,-10.4827,-5.20132,-3.82788,-1.51271,-14.6752,-7.36412,-5.76158,-9.1582,-7.48202,-1.0874,-10.4863,-1.99248,-24.1201,-31.85,-2.47575,-10.3836,-2.49801,-6.84522,-26.7908,-10.7239,-33.5305,-10.5959,-8.15846,-26.4516,-7.12335,-12.0259,-9.94232,-32.616,-4.04283,-3.8891,-8.41174,-25.9459,-24.244,-1.49934,-2.25434,-2.35628,-22.1777,-18.6243,-10.4145,-12.1948,-4.25788,-2.0486
KM 08871,0.923742,0.534453,0.291059,1.10645,0.554857,0.584512,0.644998,1.21646,0.740312,0.719572,1.20392,1.33115,1.65439,1.06402,1.16179,0.065679,0.620672,0.674124,0.639625,1.19559,1.36863,1.02476,0.746571,0.630156,0.752248,1.0417,-0.0110108,0.869986,0.678342,0.209422,0.419634,0.495709,0.583837,0.448099,0.339232,0.11492,0.196321,0.767263,0.518761,0.80864,0.775052,1.37323,1.29878,0.605786,0.872276,0.952192,-1.63932,0.763644,0.711339,0.522599,0.905636,0.710682,1.47797,0.687128,0.388841,0.961512,0.762912,0.7486,-0.107856,0.15674,0.816098,0.92633,1.08875,0.848255,0.883527,0.739154,1.06038,0.995411,1.13444,-0.368947,0.255013,-0.80579,1.09423,1.32254,1.13827,0.279315,0.205481,0.0591411,1.41931,0.850113,0.347606,0.462033,1.05044,0.52204,0.423835,0.338062,0.966902,0.83334,1.03066,1.02105,0.906115,0.403597,0.454132,0.941418,1.04178,0.442906,1.02712,0.941059,0.66213,1.10165,1.04015,1.57259,-0.0718092,0.715179,1.35455,-2.69207,-0.224173,1.17455,0.782939,1.26663,0.191589,0.724221,0.854385,0.9121,0.492336,0.529106,1.33592,0.771176,1.28614,0.711194,0.358066,-4.11135,-3.8891,0.80648,0.849684,-2.90094,0.724747,0.474937,0.5664,1.32693,1.57781,0.734141,0.572273,0.860387,1.10638
KM 08947,-0.266287,0.930246,0.599581,0.235777,0.289188,1.02758,-2.07831,-1.33914,0.570821,0.0992439,-0.589289,0.0103366,0.222014,0.259183,-0.318176,-0.111778,0.617951,0.131975,-0.440047,-0.384127,0.393696,-0.10065,0.622443,0.922931,0.795041,-0.427464,-0.59618,0.563924,0.691473,0.702416,0.132962,0.94548,0.91123,-0.45519,0.167604,0.59287,-0.0509396,0.70263,0.133622,0.856344,0.163929,-0.0725332,1.16814,0.662983,0.682906,0.235142,-0.78509,0.630507,0.16645,0.231251,0.973667,0.277397,-0.203608,-3.13648,0.1766,0.627741,0.603596,0.451267,-0.101328,-1.49415,0.551726,0.849647,0.668573,0.0670585,0.563561,-0.977349,0.95685,0.182102,0.424528,0.394013,0.851991,-0.826527,0.189526,0.383485,0.166458,0.344446,-0.0999562,0.136568,0.290518,0.641903,-0.236947,-0.234452,0.875104,0.328672,0.953754,1.11471,-0.069863,0.505454,0.524633,0.916388,0.504686,0.188391,0.107834,0.672853,0.38826,0.490008,0.0204032,0.651592,0.745441,0.439576,0.787787,0.0237654,0.137367,0.664134,0.292465,-3.40887,0.53308,-0.154314,0.308199,-0.15915,-0.118427,0.140247,0.226192,-0.0971079,0.209089,0.0835054,-3.67861,-3.13058,-0.249777,0.268325,0.171771,-0.342612,-0.169091,0.720991,0.265883,-3.62585,0.854992,-0.134683,0.134775,0.56665,0.10869,0.62642,0.640414,0.427926,0.834511
KM 09016,-0.610518,-0.0561496,-0.0365952,-0.620962,-0.811078,0.40119,0.688581,-0.450503,-0.943621,-0.664499,-0.827668,-0.861466,-0.443899,-0.618994,-0.517903,-0.790736,-0.204275,-0.843105,-1.10644,-0.35141,-0.309436,-0.558244,-0.151846,0.0434852,-0.21165,-1.41839,-2.18179,0.435502,0.244872,0.0743048,-0.347016,-0.128209,0.0858192,-0.718733,-0.193044,0.0825168,0.235429,-0.0720085,0.149844,-0.260569,-0.435609,-0.243024,0.874227,0.0327399,0.409271,-0.446063,-3.1324,0.400284,-0.52497,-0.154342,0.0922443,-0.140411,-1.34473,-0.376621,-0.17456,-1.8475,0.654206,0.488892,-0.436415,-0.398315,-0.338335,-0.166145,0.282191,-0.520021,0.237027,-1.06006,0.232297,0.394189,-0.202378,-0.154683,-1.18684,-3.16373,-0.402109,0.0278681,-0.537981,-0.0420347,0.0372739,0.218054,0.319146,-6.26221,-2.75629,-7.0831,0.0208618,0.373247,0.0233464,0.398744,-1.09571,-0.517739,-0.213814,0.377098,-0.358338,-0.654209,-0.431765,0.533565,-0.713634,-0.173917,-0.431163,1.01269,0.276362,-0.140905,0.00744861,-0.679606,-0.477621,0.352601,-0.479155,-7.72529,0.53949,-1.03029,-0.263162,-0.416194,-0.534888,-0.431598,0.248433,0.33112,-0.0227501,-0.717234,0.165314,-0.50935,-0.907834,-0.452982,0.178321,-1.38758,-1.35273,0.0848588,0.101397,-5.03224,-0.620052,-0.505489,-0.707187,0.111788,0.750467,0.528335,0.342416,-0.0050577,-0.335345
KM 09752,-0.995993,0.394387,-0.44503,-0.981805,-1.14248,-0.653715,-0.41645,-2.89167,-1.42662,-0.542255,-1.16985,-1.27787,-1.51436,-0.949787,-0.806851,-0.736537,-0.148521,-1.34422,-1.42573,-0.307801,-0.830391,-1.04284,0.441453,0.521465,-0.682292,-2.25581,-4.63707,-0.0625051,0.458948,-0.345497,-1.26083,0.751478,-0.0966428,-0.23682,-1.31898,0.308856,-0.507493,1.19229,-0.588837,0.61269,-0.376901,-0.995888,0.666137,-0.367077,0.129876,-0.867204,-8.3796,-0.29551,-0.63888,0.170003,0.420008,-0.79558,-2.43517,-0.706648,-1.67613,0.234694,-0.457497,-0.127415,-0.575843,-1.06783,-0.897373,-0.490402,-0.36773,-1.68283,-0.376449,-1.03422,0.652898,-0.39412,-1.13253,0.924117,-1.7794,-5.6971,-0.622637,-0.513537,-1.19166,-0.880345,-1.00733,-0.756542,0.679435,-13.6915,-9.1838,-2.21944,1.12328,-0.268914,0.244204,-0.566757,-0.850641,-0.330944,-0.429727,0.684832,-0.751532,-0.834456,-0.395107,0.365121,-0.907056,-0.578131,-0.546323,-0.495452,-0.171447,-0.904173,0.0230262,-1.0414,-0.944308,0.637259,-1.13574,-6.07247,-0.367094,-1.20433,-0.682204,-1.36102,-1.00862,-1.62799,0.257515,-0.461943,-0.258025,-0.91689,-0.280786,0.0979957,-1.51665,-0.230277,-1.1034,-2.46681,-2.36728,-0.698376,-1.16296,-6.2088,-0.901687,-0.660436,-0.93536,-0.985564,-0.199368,0.865132,0.772267,-0.198788,-0.973974
KM 09853,-1.87776,-1.7827,-2.77407,-1.9724,-1.5303,-1.53065,-1.38254,0.481118,0.875246,-2.07272,-2.04202,-2.01107,-2.11333,-2.15365,-1.68273,-2.11871,-1.83636,-2.37164,-2.13125,-0.925964,-2.19988,-2.20176,-1.17743,-1.60619,-2.2076,-2.06193,-7.93755,-1.0972,-1.47695,-1.66901,-1.03084,-1.05236,-1.10041,-2.28159,-2.04613,-1.8792,-1.77581,-2.07085,-2.09841,-1.7756,-2.70044,-2.03004,-0.703207,-1.71702,-2.38695,-2.59914,-7.61436,-0.450576,-2.0929,-2.03415,-0.771468,-1.71572,-2.21264,-0.883754,-1.8143,-0.826227,-1.20135,-2.09004,-4.77813,-1.79478,-1.8846,-1.62334,-1.92276,-2.49519,-1.86353,-2.3745,-2.55877,-1.78357,-2.02934,-3.12053,-0.352975,-0.643544,-1.0483,-1.86349,-2.15243,-1.49378,-1.62885,-1.32383,-1.16408,-2.80371,-2.69573,-1.6088,-1.03471,-0.899835,-1.39412,-1.54377,-2.69522,-2.00322,-2.07511,-1.84112,-2.07893,-2.53395,-1.96607,-1.55288,-2.21814,-2.88596,-2.34689,-1.26824,-1.28607,-1.60377,-1.18664,-2.74709,-1.95949,-1.48545,-2.21729,-10.3553,-2.19824,-2.74323,-1.98274,-1.77487,-1.51149,-1.9985,-1.88458,-2.47743,-1.80911,-2.38482,-1.59059,-0.703211,-1.62924,-1.86599,-2.56286,-2.17559,-2.0291,-0.966646,-1.29274,-8.8236,-3.07625,-2.28225,-2.24598,-1.59765,-1.65334,-2.09796,-2.0197,-2.77707,-2.34881
KM 10126,-0.0346275,-1.36399,-1.25921,-0.503683,-0.97424,-0.827803,-1.0876,0.37141,0.659747,-0.419048,-0.0934818,-0.795613,-0.62226,-0.280403,-0.755419,-0.595531,-1.47128,-0.560365,-0.216305,-0.153018,-0.374519,-0.622658,-0.627501,-1.61386,-1.12273,-0.749281,-5.69726,-0.345067,-0.907601,-0.960787,-0.643347,-0.677378,-0.278664,-0.514603,-0.130935,-2.14703,-1.47298,-1.79188,-0.909263,-0.764355,-0.888409,-0.624956,-0.447369,-0.744977,-0.781802,-0.810507,-6.85606,-0.545552,-0.316461,-1.30382,-0.790053,-1.63143,-0.41607,-0.757897,-0.225873,-0.279882,-0.745666,-0.540342,-0.393655,-0.500115,-0.434061,-1.29862,-1.43114,-1.0159,-1.44728,-0.296088,-2.19984,-0.945153,-0.825919,-0.258601,0.747868,-0.290928,-0.398839,-0.805064,-0.722116,-1.41606,-1.3187,-0.846005,0.261582,-0.95008,-0.24906,-0.533698,-1.02142,-1.30181,-1.69339,-2.28551,-0.329511,-1.21348,-0.32609,-1.04443,-0.840276,-0.29863,-1.01506,-0.729648,-0.575391,-0.469987,-0.698678,-1.12079,-1.57798,-1.52781,-1.24965,-0.607399,-0.693524,-0.942143,-0.582038,-8.97587,-0.889621,-0.629692,-1.16731,-0.596457,-0.99539,-0.668965,-0.0326629,-0.389863,-1.44929,-0.356034,0.0261131,-0.728833,-0.50561,-0.41109,-0.125393,-1.66167,-1.52182,-0.630012,-0.792417,-7.59575,-0.964253,-0.574604,-0.744803,-1.3977,-0.250104,-1.27644,-0.929175,-1.10463,-1.10363
