,CIN2,Cln3,dep1,ESC2,GAS1,Gim3,HOC1,KRE1,LGE1,MRC1,MT1450,MT2481,MT2544,NOP13,NOP16,NUM1,Pac10,SAP30,SAP30-SC,smi1,Tep1,whi3,whi5,WT,WT-20uM,WT-20uM-SC,ynl224c
LOPAC 00689,-0.999228,-1.01693,-0.292867,1.055,0.28837,-0.150523,-0.669648,-0.162376,0.60486,-1.1857,-0.888043,-0.494347,-0.78801,-0.403135,-0.247871,-1.00271,-0.0319031,-0.992383,1.38263,0.687579,0.0498488,-0.277229,0.940735,-0.235243,-1.8806,-0.280991,-0.487036
LOPAC 00690,0.362046,0.336085,1.07906,1.47881,1.39862,-0.19339,0.695591,0.449649,0.0208359,0.343703,0.670756,0.858239,0.0441606,0.316353,0.130914,-0.455662,0.249442,0.965476,2.05949,1.10806,0.0104948,0.232272,0.759326,0.12859,1.23421,1.60663,-0.0270302
LOPAC 00691,-0.444098,-0.281832,0.561985,0.838985,0.244841,0.220866,-0.211208,0.229127,0.0676138,-0.142968,-0.629979,0.859955,-0.48188,0.579549,-0.203146,-0.420299,0.524042,-0.131844,0.98162,0.130111,-0.20543,0.222014,0.466229,0.38875,-0.451385,0.0306815,1.27364
LOPAC 00692,-0.6138,-0.343937,0.271968,-0.774219,-0.6134,-0.449074,-0.381816,-0.717535,-1.63102,-1.16052,0.670584,-0.204846,0.699992,0.344587,-0.107893,-1.23052,-0.24505,0.181223,0.11517,-0.182399,1.4605,0.123632,2.13565,0.688273,0.815538,-0.785282,0.616037
LOPAC 00693,0.186777,1.90483,-0.824473,-0.970138,-5.10039,-0.0866034,0.0035524,-0.61042,0.295735,0.692747,-0.925657,-0.868091,-0.631851,-1.91121,-1.16473,1.89293,-0.917062,0.0203073,-1.50185,-0.316157,-1.07797,-2.462,0.604487,-1.62568,-0.940156,-0.0432126,-2.94675
LOPAC 00694,-1.06499,-0.974729,-0.190187,1.61088,0.647582,0.078136,-0.543063,0.0940773,1.2715,-0.706899,-0.768313,-0.247859,-1.16942,-0.442782,0.401157,-0.900144,0.279045,-0.902158,1.91777,0.552287,-1.30682,-0.0960889,-0.0385835,-0.157629,-1.80109,0.428194,-0.391182
LOPAC 00695,-1.67185,2.93349,-1.57896,-0.427287,0.383893,-0.55226,-3.13952,-0.884944,-3.33336,-2.19941,-0.888842,0.977927,-0.709907,1.24066,0.988715,-2.01909,-0.528031,-0.473225,-0.282664,-0.105372,-0.361063,2.26417,-0.559178,0.778305,0.504171,-1.90212,0.477947
LOPAC 00696,-0.20767,0.250853,-0.993248,-0.0343879,-0.16008,-1.41583,-0.446558,-0.346134,-1.21346,-0.417948,0.0936968,1.14707,-0.402122,-0.130927,-0.432124,-0.710442,-0.608853,-0.242623,-0.13286,3.74409,-0.153395,-0.0670305,-2.26699,0.191723,1.10241,-0.549324,0.392042
LOPAC 00697,2.84277,-0.346282,-4.34913,-1.93035,-4.03254,-4.62685,1.20951,0.731325,0.680223,0.206935,-0.765273,-0.55721,1.23116,0.539886,0.892508,0.374314,-1.23563,0.933497,-1.83235,-10.0747,0.69824,-0.0560657,-3.24501,-0.484744,3.75046,0.356895,-0.112953
LOPAC 00698,-0.502667,-0.546792,-1.80855,-2.59842,-2.08862,-0.52431,-1.36813,-1.51439,-3.35131,-1.38736,-0.218965,0.510734,0.412677,0.120888,-0.490675,0.344437,-0.678426,0.252712,-2.29778,-1.23091,0.560942,-1.15917,-0.814154,-0.55545,-0.895962,-1.01796,-0.894453
LOPAC 00699,-1.20321,0.0588267,0.559661,1.67951,0.289049,0.441077,0.908211,-0.165434,0.166773,0.0590362,0.27739,0.277446,-0.517931,0.102596,-0.125008,-0.542258,0.359294,-0.0661042,1.36899,1.11096,-0.23779,0.352843,1.05996,0.141239,-0.432703,0.473792,-0.829557
LOPAC 00701,0.384006,2.18523,-0.436852,-0.328295,-3.62826,0.504938,0.610089,-0.363655,-0.125956,0.811283,0.115642,-0.346446,-0.1014,-0.30501,0.0675852,2.40171,0.228067,0.556035,0.258297,-0.424158,-0.500205,-1.16322,-0.983222,-0.467381,-0.152298,0.243236,0.0386492
LOPAC 00702,0.592809,1.63241,-0.526171,-1.96458,-3.07528,0.337333,-0.155564,-0.236159,-0.861785,0.104468,0.322389,-0.276714,0.76413,-0.384181,0.0791619,0.646541,-1.18905,-0.766436,-0.00690522,-0.246083,-0.00729134,-0.73796,-0.650636,-0.71334,-0.619282,0.0987261,-1.29745
LOPAC 00703,0.285433,1.15138,-0.728469,-0.896288,-2.43909,-0.330523,0.300666,0.236088,0.177166,0.498241,0.334244,0.465609,0.0361929,-0.193175,-0.141287,2.13726,-0.500986,0.716342,-0.954464,-0.181277,-0.789961,-2.20547,-1.39639,-0.666367,-0.0823498,-0.786357,-1.48491
LOPAC 00704,-0.974762,0.978916,0.610208,1.16123,2.64811,-0.196811,0.1707,-0.209646,0.924859,-0.286963,-0.660335,-1.76751,-0.0683332,1.50889,0.676685,-0.818287,-0.677929,0.112335,-0.909971,0.46452,0.59706,1.49115,1.93904,0.280089,-0.38924,0.244281,0.0830877
LOPAC 00705,-0.167453,1.08397,0.260722,1.32119,1.80886,-0.217439,-0.0223448,1.47845,-0.0064195,-0.0236873,0.0709042,0.236811,-0.444844,0.743518,0.13696,-0.616845,1.33594,0.184892,2.33229,0.435877,0.667042,0.479713,0.950602,0.453065,0.693952,0.560373,0.955327
LOPAC 00706,-0.154611,-0.519019,0.0592197,0.112738,1.99513,-0.429614,0.26422,-0.406193,-0.718844,-0.387052,0.06351,0.1969,0.418434,0.7065,-0.00220926,-1.21929,-3.94979,0.0260285,-2.35109,-0.90475,-0.153892,1.74548,0.37685,-0.248742,0.577729,-0.0657259,0.279352
LOPAC 00708,-0.187453,0.120324,-1.96483,-0.902903,-2.35563,-8.31381,-1.67569,-0.414558,-2.68434,-0.390417,-2.14732,-8.37823,-2.60524,-18.5613,0.454434,0.412646,-8.44211,-0.962355,0.362706,-2.18867,-14.2046,-2.1519,-6.81267,-3.60854,-2.03044,-1.03904,-11.3738
LOPAC 00709,-1.2304,-4.59591,-1.15282,-1.20801,0.51889,-4.03262,-1.07616,-1.73728,-1.02879,-2.73336,-1.10401,-5.14405,-1.24151,-1.294,-1.15894,-2.36063,-0.715981,-1.87258,0.897008,-1.165,-1.34695,-0.0114766,-0.298291,-1.07079,-1.79726,-0.396833,-0.896764
LOPAC 00710,0.166653,-0.260637,-0.14101,0.545612,-0.243349,-0.0505619,-0.0979207,-0.18613,0.476193,0.139155,0.353611,-0.0647753,-0.165022,-0.708421,0.0146698,-0.043722,0.0441296,-0.0362121,0.156987,0.217972,0.16795,-0.418858,0.383843,-0.264114,0.476614,0.0822639,0.781215
LOPAC 00711,0.334328,-0.206977,0.801531,0.211559,0.376536,-0.0695255,1.38507,0.854644,-0.0314399,0.168789,0.926577,-0.234329,1.69873,0.52398,0.398942,0.202016,0.364799,0.384327,-0.488367,1.56783,0.27824,0.0203279,0.253352,0.337922,-0.160609,0.0418473,0.234334
LOPAC 00712,0.772293,3.69057,0.110985,0.346003,-0.444511,-0.0612643,1.2638,0.679203,0.414789,0.351177,0.506431,-0.0208487,0.359291,-0.0167938,0.606689,0.5629,0.498647,-0.140258,0.179733,0.997178,0.294293,0.151535,0.154618,0.872434,0.139672,5.29828,0.215919
LOPAC 00713,1.41065,-0.0258637,0.311801,-0.180502,0.855694,-0.0863087,1.6725,0.539463,0.478625,0.868299,0.225351,0.66853,0.528217,0.418336,0.251677,0.996634,0.941026,1.30205,-0.525671,-0.0134417,0.158851,0.0697873,-0.945394,0.241299,1.49995,0.362254,0.980648
LOPAC 00714,0.210856,-0.481109,-0.168172,-0.315458,-0.487182,3.99197,0.227441,-0.270494,0.0555564,0.0628748,0.566973,0.603741,0.257865,-0.752768,0.70088,0.557027,-0.23837,-1.3283,-1.55015,-1.41383,-0.127609,-0.300712,-0.699262,0.0266204,-0.657565,-0.493621,-0.800779
LOPAC 00715,-0.170405,-0.278652,-0.278353,-0.290828,0.688197,3.05103,0.052077,-0.371818,-0.0355993,-0.265198,0.0873758,-0.248973,-0.931228,-1.41565,-0.964308,0.854794,-0.809471,-0.187915,-1.5481,-1.23139,-0.400826,-2.04429,-1.4551,-0.470507,-0.926822,-0.708294,-0.640817
LOPAC 00716,-1.11931,-1.86705,-1.45824,-0.248022,-0.0932865,0.599251,-1.33974,-0.867309,0.424559,-0.798527,-1.21514,-1.3339,-0.913232,0.160519,-0.612338,-1.51979,-0.931027,-1.52972,1.80897,-0.718513,-0.710066,1.09659,0.689193,-0.163895,-1.03432,-0.126459,-0.150092
LOPAC 00717,0.0208664,-0.387353,0.351254,0.728231,0.80491,0.257944,0.406123,0.0753171,0.0646182,0.253004,0.553471,-0.267783,0.651177,0.747388,0.0488219,-0.341881,-0.0761446,0.837119,1.03493,0.856073,0.23909,0.0618077,0.224103,-0.151356,0.998106,0.62749,0.269541
LOPAC 00718,0.657599,-0.363305,0.283931,-0.657602,0.888179,0.874557,-0.0605964,-0.275473,0.964926,0.0875175,0.421459,0.224867,-0.314871,0.295132,-0.465499,0.593977,0.542655,-0.102395,0.983931,0.606083,-0.900241,1.22258,1.81179,0.121938,-0.329942,0.522595,-0.332956
LOPAC 00719,0.272542,-0.930223,0.398276,0.465574,-0.851186,-7.70398,0.232077,0.304497,-0.859825,-0.527469,-0.224109,-0.614776,1.06568,1.25792,-0.592453,-0.278953,0.0924381,0.334448,0.224257,1.14357,0.0384702,0.11149,-0.484711,0.163803,1.26206,-0.329212,0.122447
LOPAC 00720,-0.421799,-0.348725,-0.956977,-0.383756,-3.29199,-0.395887,-0.526845,0.347287,-0.516115,-0.412482,-0.738976,0.342479,-0.216622,0.0461365,0.354858,-0.282071,0.376149,-0.0840678,0.141975,0.0238987,-0.0177874,-0.892234,-1.01784,-0.132722,1.07389,-0.0581221,-0.78454
LOPAC 00721,0.0637205,2.84499,0.0964461,0.16983,-0.020869,0.141258,0.388873,0.746449,0.118032,0.694569,0.193794,1.09412,-0.0154303,-0.0268853,0.511109,0.885766,0.0963953,0.219907,-0.625883,0.596978,-0.858355,0.108414,-0.252434,-0.74108,-0.116728,-0.0995812,0.253909
LOPAC 00722,-0.428184,1.82419,-0.694301,-0.927636,0.30592,-0.632798,-0.453518,-0.74843,0.0198501,-0.553875,0.194447,0.467775,-0.597819,-0.605405,-0.466414,0.816342,-0.427927,0.0250714,-1.52339,-2.05322,-0.596568,-2.49325,-2.66605,-0.511404,-0.882092,1.40728,-0.763836
LOPAC 00723,0.259022,-0.847341,1.28097,1.58954,0.945391,0.0245859,1.33347,1.63776,0.668168,0.680383,0.953774,0.0495522,1.22106,1.26998,0.179766,0.266675,0.641722,1.46596,2.40856,1.22955,0.79121,0.882979,1.00114,0.848914,1.04766,1.34589,0.902926
LOPAC 00724,-0.0121059,-31.9871,-31.454,0.929441,-33.6049,-11.4319,-26.782,0.471786,-27.2497,-56.4641,-25.8363,-52.7684,-35.6132,-36.4651,-40.2204,-48.7964,-42.7107,-1.67175,0.474698,-23.1416,-36.8261,-35.3593,-28.1676,-31.5703,-1.69442,-3.21029,-37.2875
LOPAC 00725,0.368754,1.74478,0.367337,-0.0963671,-0.0929559,0.312318,0.227248,-0.221925,-0.0798632,0.326146,0.863738,-0.125803,1.08075,0.916032,1.37479,0.325189,-0.284194,0.396997,0.0861814,1.01347,1.17443,0.821312,1.44672,0.720263,1.21537,-0.0364464,0.294855
LOPAC 00727,0.440461,-0.266927,0.430152,0.23137,0.0958225,1.35038,0.508873,0.691955,0.250921,0.420595,0.168953,-0.00781326,0.01184,0.192059,0.998811,0.235824,0.966238,0.710554,0.216599,-0.150278,1.53864,0.983703,1.59645,0.676042,1.22466,-0.0562811,0.231298
LOPAC 00728,0.752165,-0.429112,0.261496,-1.3892,-0.95408,0.25242,-0.157483,-1.55749,-0.315339,0.145033,0.280194,0.201108,-0.167041,0.43846,-0.0224137,-0.00100391,0.799622,0.168964,-1.21318,0.298477,-0.0586664,-0.00828692,0.310604,-0.0516361,-0.2484,-0.108552,0.439547
LOPAC 00729,-0.121871,2.038,0.781896,0.863478,1.1264,-0.30316,0.427021,1.03018,-0.149327,-0.112875,0.588343,-0.15184,0.135638,-0.199058,0.337129,-0.262101,1.12074,0.421663,1.21303,0.125311,-0.413862,-0.655401,-0.147018,-0.86813,-0.0775168,0.879512,0.750463
LOPAC 00731,1.08172,1.58946,0.311226,-0.191826,0.23717,0.606536,0.739879,0.62094,0.644604,0.702481,0.357391,-0.343591,1.19073,0.0591457,0.766899,1.64072,-0.0704325,0.501981,-0.248077,0.439858,-0.0794256,-0.0409311,-0.295748,-0.00814045,0.5839,0.0163702,0.305308
LOPAC 00732,-1.64652,-1.70566,-0.690003,0.886626,-0.247094,-0.22033,-0.653586,-0.684103,-0.03871,-0.867001,-1.14569,-1.3526,-0.854288,1.17553,-0.184046,-1.06571,-0.861188,-1.85841,1.39434,-0.478394,-0.223137,0.221309,1.59057,0.257345,-1.43037,0.418282,-0.980615
LOPAC 00733,-0.72352,-0.689407,0.806147,0.96111,0.603287,0.0751527,0.584482,-0.0625303,-0.0577423,0.0289042,0.0744516,-0.476546,-0.126404,-1.59262,-1.07087,-0.344805,0.627131,-0.159438,0.819734,0.901069,-2.35574,-2.01686,-0.0195289,-0.741098,-0.512952,1.07611,-0.254592
LOPAC 00734,0.0267516,-0.475208,0.00237535,-0.14291,-0.436923,-3.79028,-0.355494,0.0699984,-2.8296,0.0555856,0.355901,-0.633024,0.710329,-0.0569973,-0.919727,-0.421833,0.251728,0.0309833,-0.0274562,1.00072,0.358076,-0.880273,-0.496919,-0.294536,0.610088,-0.0378437,0.0667008
LOPAC 00735,-72.5044,0.404231,-38.5975,-28.4939,-45.1011,-0.168716,-42.3937,-40.1864,-31.4503,-69.3749,-0.688128,0.663746,-1.03821,3.09391,0.878629,-56.3418,0.770474,-80.3974,-38.6989,0.335969,1.7946,0.963531,2.47274,1.01873,-43.2764,-37.8728,0.910769
LOPAC 00736,0.518579,-6.26194,3.18346,1.4218,1.38257,1.93484,4.05234,2.73581,3.84044,2.452,1.13801,-8.07917,1.44356,1.19171,0.15277,4.00458,1.07825,1.10172,1.74683,2.06921,-0.148818,-0.264388,1.65721,0.148271,1.05542,2.50075,0.319816
LOPAC 00737,0.205126,0.311824,-1.47574,-1.98769,-1.15914,0.17974,-2.12137,-1.64686,-3.19204,-0.330649,0.717811,0.587369,0.427114,1.00842,0.459732,0.17248,-0.755552,0.35975,-1.17947,-1.88488,-0.401909,-0.609628,1.02292,0.179569,-0.493954,-1.26628,0.129736
LOPAC 00738,0.419608,0.670621,0.0697578,-0.469254,0.73686,0.552034,0.0927391,0.246932,-0.00338526,0.545125,0.549845,0.0658418,0.842463,-0.574892,0.820713,1.39756,0.384044,0.284143,-0.229928,0.756389,3.47539,0.30685,-0.569477,0.871631,0.405363,-0.837635,0.348442
LOPAC 00739,-1.49889,0.986551,-0.616301,0.401603,0.258334,0.364408,-0.275944,-0.333586,0.870729,-0.997139,-1.04701,-0.94148,-2.19179,-0.0440407,-0.304269,-1.34678,-0.384453,-1.66529,1.66751,-1.261,-1.58505,0.165795,0.190214,-1.17104,-1.33728,0.472506,-0.561202
LOPAC 00740,-0.177283,4.26119,0.308787,1.11041,-0.01171,0.292802,0.358065,0.0243983,0.483704,0.732189,0.282142,0.590433,-0.66848,0.136819,-0.25572,-0.147648,0.981628,-0.346099,0.0940255,0.391082,-1.31527,0.544614,0.418748,0.510597,-0.026508,-0.350416,0.0782701
LOPAC 00741,0.3825,3.43779,-0.70788,-0.0422948,-0.708088,0.307326,-0.299315,-0.0792331,-0.413265,0.118593,0.949379,1.15777,0.702652,1.74715,0.938317,1.18894,0.46975,-0.506433,0.0736153,0.288357,0.991558,-0.31683,-0.282802,0.923609,-0.181986,0.282792,0.126564
LOPAC 00742,-1.2641,-0.570288,-0.2753,1.01639,0.414031,0.312124,-0.223855,-0.0782834,0.146405,-0.889427,-1.09797,-1.63765,-1.46505,-0.889878,-1.71082,-1.22327,-0.595842,-1.61297,-0.00543874,-1.18626,-2.06109,2.32602,0.128851,-0.133422,-1.45024,-0.0555401,-0.634044
LOPAC 00743,-0.325292,-0.585801,0.835798,0.944686,0.655677,-1.30148,0.988068,-0.0955721,0.841343,0.117613,0.189476,-0.674038,-0.676739,-0.398336,-2.03812,-0.604083,0.315809,0.0846455,-0.0359221,0.554195,-0.0623638,-0.34026,0.829705,-0.555067,0.54051,0.471654,0.120027
LOPAC 00744,-0.0325023,-0.87948,0.214835,0.399743,-0.712998,1.63829,-0.238667,0.0739629,0.101972,-0.188456,-0.570139,-0.792852,-0.72641,-0.685671,0.932907,-0.655828,-0.423079,-0.221846,0.466615,0.647704,-0.153572,0.291147,0.241148,-0.336067,-0.393128,0.211492,0.0340764
LOPAC 00745,0.881931,0.867843,0.473028,-0.233079,-0.300404,-1.10906,1.885,0.88943,0.0564226,0.520092,0.451822,-0.0494926,0.868114,0.133895,1.14321,0.314426,0.0300893,1.11622,0.0640129,1.06926,-0.127503,0.261677,0.39145,-0.049305,1.0848,0.577836,-0.120793
LOPAC 00746,-32.9736,0.554983,0.508818,-28.0093,-0.357218,0.218005,-34.9872,-39.722,-31.1718,-67.3555,0.667785,0.117756,0.702543,1.496,0.247041,-57.3807,0.791851,-78.8326,-38.5023,1.25255,0.293532,0.456368,-0.193399,0.158893,-69.7686,-35.5593,0.163924
LOPAC 00747,-0.00532227,-1.0137,-1.08371,-1.18613,-0.307366,0.224952,0.204247,-0.229284,0.0186338,0.270382,0.472619,0.48395,-0.693342,-0.46011,0.452263,1.74736,-0.555962,0.0432473,-0.26787,-0.638997,-0.706618,-0.844438,-0.677722,0.00222783,-0.0533672,-0.359437,-0.194983
LOPAC 00748,-1.5035,-2.56684,-1.13432,0.45938,1.10796,-1.21241,-1.12719,-1.07607,-0.279628,-1.80789,-1.55731,-1.28877,-1.38935,-2.13279,-1.50875,-1.90537,-1.00196,-2.24188,-0.599224,-2.77853,-1.36105,-1.57517,-1.44762,-1.59179,-2.8832,0.745019,-1.92713
LOPAC 00749,-0.472264,-1.10295,0.816037,0.612086,1.09758,0.102035,1.16846,-0.244017,0.325674,-0.131765,-0.556533,-0.578267,-1.09102,0.805648,-0.919083,-1.39468,0.134942,0.115722,-0.0072799,-0.431986,0.873921,-0.2611,0.250359,0.517766,-0.382728,-0.208495,0.0136933
LOPAC 00750,-0.163767,-0.182992,0.299878,0.555133,0.396265,-5.90648,-0.0410194,0.240765,-0.0520542,0.000825758,-2.4505,-18.6691,-2.00574,-3.82917,-0.954928,-0.914716,-0.464853,-0.251278,0.571161,-0.51497,-3.3069,-1.88412,-3.20091,-0.796611,0.554522,0.119086,-3.64105
LOPAC 00751,-0.270952,2.73644,0.317889,-0.134815,-0.384899,-0.805454,1.01292,0.347737,-0.290035,-0.345558,0.251345,0.0807131,-0.0150523,-0.475187,-0.523379,-0.907609,0.353915,-0.0737746,-0.451836,0.490464,0.923728,0.669315,-0.22829,-0.172115,-0.398074,0.03222,-0.289741
LOPAC 00752,0.0306833,-0.252307,-0.00370984,0.0929911,-0.795892,-0.144088,-0.387319,-0.242658,-0.590283,-0.263927,0.344357,0.444275,1.19823,1.17733,-0.582025,-0.40963,-0.644536,0.265076,0.350012,0.535878,0.206787,1.0785,0.590145,1.18201,1.36246,0.68287,0.245152
LOPAC 00753,0.0439466,0.178003,0.0593254,0.766137,0.516937,0.72703,0.340828,-0.352758,0.409064,0.193274,-0.303594,0.778995,0.317745,0.800927,1.30701,0.430614,0.46597,0.265137,-0.516065,1.28549,-0.115564,0.370555,0.564159,0.019875,0.535812,-0.0627966,0.52898
LOPAC 00754,-0.460258,-1.40392,-0.237008,-0.846503,0.00200704,-0.152901,-0.0238887,-0.266221,-0.140151,-0.0484581,0.211082,0.687671,0.11156,-1.49443,-0.0500603,1.11014,-0.863433,0.00790184,-0.454515,-1.63199,-1.05217,-1.98019,-1.33704,-1.00609,-0.324002,-0.236983,-0.899883
LOPAC 00755,-5.17973,1.10224,-4.20357,-2.50523,0.923093,-5.12758,-3.79563,-3.79637,-4.47047,-4.04959,-1.35862,-3.54359,-0.833356,0.227179,-0.386235,-4.92751,-1.44942,-2.71431,-2.27729,-10.1558,-2.27134,0.978284,-4.97162,1.32103,-2.04532,-2.73832,0.95025
LOPAC 00756,-0.122707,1.5207,3.70438,2.28138,3.40426,0.233667,4.15102,2.40842,4.55654,1.53262,0.433169,-0.617544,1.00626,0.943712,-0.0653189,3.40733,1.11629,1.07342,1.82222,1.45747,0.880493,0.021605,2.45664,0.202718,0.810786,2.76309,0.672561
LOPAC 00757,-0.0649886,0.0338606,0.506017,-0.18658,-0.678717,0.290477,0.126338,-0.492851,0.239122,-0.403278,0.0222209,0.0209583,0.119318,0.862445,0.957936,-0.824663,0.430524,-0.0395821,-1.23349,-0.141897,-0.0672702,0.195161,0.300632,-0.271067,0.250335,-0.023395,-0.11286
LOPAC 00758,0.516488,-0.599457,0.0502026,0.630299,0.0507401,-6.45612,0.493297,0.886828,0.124716,-0.238187,0.657321,-0.230154,-0.0404795,-1.46684,-0.331731,-0.0931081,0.456478,0.193204,0.855863,1.32674,0.193718,-0.565703,-0.00549101,0.381224,0.067417,0.444141,-0.0745356
LOPAC 00759,0.330281,1.54611,0.251311,-0.0329236,-1.82233,0.266725,-0.0597669,0.00111913,-0.143721,0.500803,0.118009,0.55455,0.69256,0.799944,0.637167,0.322479,-0.00466389,0.499896,-0.264837,0.465189,0.687378,0.660433,0.747313,0.361283,0.250495,0.221931,1.03222
LOPAC 00760,0.157087,-0.465431,-0.41962,-0.385146,-0.758451,-0.00347727,-0.139396,0.0640056,-0.0644471,0.032418,0.103029,-0.0385667,-0.0925564,0.0257647,0.833293,0.0878482,-0.636758,-0.671936,-0.0325526,0.0157255,-0.141909,1.08951,-0.216748,-0.0941984,-0.468566,-0.211301,0.178104
LOPAC 00761,-0.398189,-1.49468,-0.421773,-0.429481,1.08602,-0.550183,-0.0713718,-0.495751,-0.642121,-0.565063,0.0618165,-0.288261,-0.239249,-0.867098,-1.53897,0.233699,-0.456077,-0.304083,-0.0977929,-1.01804,-0.885357,-2.10802,-1.83422,-0.375448,-0.0106797,-0.408802,-0.936156
LOPAC 00762,-64.0095,-14.7111,-34.1842,-26.6989,-41.6904,-10.4343,-42.6814,-39.8363,-31.2071,-32.2901,-3.90311,-1.34411,-2.65378,-21.5051,-19.2571,-56.2361,-22.9483,-3.76993,-31.5071,-25.7938,-29.5265,-12.9883,-25.1627,-22.5046,-2.0456,-36.6291,-37.2578
LOPAC 00763,1.51363,0.0336883,0.643499,0.33011,1.22737,1.36173,0.634816,0.0459049,-0.28236,1.0155,0.469191,-5.95491,0.0748321,-10.472,5.68009,0.326336,-0.0430734,0.397623,0.957959,0.19706,0.805807,3.2494,-14.721,-0.0235072,2.21161,0.544795,0.117082
LOPAC 00764,0.980284,-0.0175802,0.16265,0.13061,0.0690588,0.569099,0.169599,0.491106,-0.114199,0.23288,0.81554,-0.0051206,0.899863,-0.67088,-0.454942,0.011952,0.171628,0.410382,0.234523,0.18314,0.32509,-0.548198,-0.666831,-0.0422336,0.349769,-0.305846,0.621222
LOPAC 00765,0.0902613,-0.23442,3.21666,0.926756,-0.166919,3.24008,5.06733,5.28269,0.423202,0.0357925,0.27,-0.738523,0.488459,0.362373,0.950556,0.313203,-0.324115,0.181464,1.55836,0.501743,-0.778822,0.480775,1.25688,0.591955,0.312897,6.21603,1.12312
LOPAC 00766,0.710024,0.652291,-0.632358,-0.234212,-1.11419,-0.315815,-0.0570812,0.017945,-1.50524,-0.186478,-0.492534,0.248065,-0.953212,3.42704,1.33081,0.28445,0.302121,0.405557,-0.14933,-0.185107,0.336694,4.11861,-0.221574,0.449123,0.0287039,0.880271,1.8372
LOPAC 00767,0.359536,-0.213881,-0.357389,-0.74959,-1.20977,0.996934,-0.876024,-0.532054,0.159395,-0.0768556,0.429753,-0.0279501,0.26375,1.32306,1.14304,-0.315142,-0.686847,-0.575319,-1.30563,-0.480963,-0.330174,-1.13841,-0.64951,-0.330219,-0.670083,-0.671814,-1.14957
LOPAC 00768,0.287003,-0.170671,-0.574897,-0.720387,-1.59254,0.0768934,0.266822,-0.0449689,0.0544758,-0.514105,0.994334,-0.425849,0.0337017,-1.57744,-0.559794,-0.663122,-1.59381,-0.530326,-1.43688,-0.281911,-1.64513,-1.1527,-2.61009,-1.34154,-0.51629,-0.77602,-0.800986
LOPAC 00769,0.452399,0.0174365,0.483284,0.0111258,0.137,0.662638,-0.0690808,0.392094,0.245439,0.635857,0.725471,0.380142,0.925085,2.39017,0.218308,0.441362,0.42686,1.14117,-0.0684525,0.363826,1.0821,2.30081,1.07342,1.07305,2.48902,0.205967,2.19047
LOPAC 00770,0.264667,-0.630466,0.299609,0.305244,-0.180674,-6.97977,0.0917604,-0.145388,-0.27541,-0.108137,-0.0886501,0.422414,-0.323024,-0.567333,-0.905095,0.0557896,0.502037,-0.230956,-0.113176,-1.32739,0.715049,0.683735,0.586444,0.559531,-0.0221809,0.380569,1.12362
LOPAC 00771,0.584205,0.336036,0.597274,0.650006,0.266,1.78458,1.91001,0.67744,0.623772,0.0772804,1.38744,-0.215688,0.884293,0.607043,0.412539,0.120541,0.229616,0.721988,0.919962,0.571302,1.05166,0.210697,0.306612,0.892864,0.716893,0.562664,1.31735
LOPAC 00772,0.231669,-0.233281,0.424447,0.0329974,-0.371233,0.793215,-0.204701,0.295732,0.314234,0.174235,-0.0729014,-0.351946,1.04546,0.395001,1.52681,0.162097,0.3551,0.575007,0.144135,0.37227,2.06331,1.513,1.62262,0.771235,1.9746,0.219559,1.12046
LOPAC 00773,-0.0287979,2.40959,-1.06123,-0.746608,-0.0242707,-0.0985579,-0.959497,-0.997767,0.0124969,-0.0972696,-0.29352,2.62402,1.79087,2.7105,1.70836,0.454276,-0.999105,-0.00879812,-1.44435,-0.147064,1.29362,0.625772,2.66043,0.618701,-0.614353,-0.535839,0.231664
LOPAC 00774,-0.843435,0.92203,-0.579966,0.459239,0.0109413,-0.473273,0.46987,-0.210051,-0.257832,-0.537231,-1.21629,-0.662394,-0.891552,-2.08505,-1.0055,-0.500364,-0.159486,-0.973206,0.714454,-0.120651,-0.992195,-0.825904,-0.407275,-0.701502,-1.15202,0.469774,-0.898779
LOPAC 00775,-0.00789188,0.0841389,-0.118095,0.144165,0.394825,0.108072,0.268988,-0.257156,0.275015,0.114954,-2.61546,0.752524,-0.658306,0.618289,-0.0696584,0.448849,0.640122,-0.262857,0.155961,-0.0153511,0.736578,0.0787225,0.144,0.062158,0.0483622,-0.0553584,0.0612567
LOPAC 00776,0.174417,0.0605796,0.359459,0.378203,-0.00859496,0.57436,0.409042,0.0155034,0.231995,0.123854,1.48023,-0.202327,0.142319,-0.265764,-1.12097,0.0581975,0.352349,0.445584,1.23617,0.41037,-0.537316,-1.18301,-0.650228,-0.336623,0.630736,-0.244932,0.0543213
LOPAC 00777,-0.569566,0.252305,-0.298985,-0.0509785,0.218588,0.428151,-0.820843,-0.496193,-2.33013,-0.292353,0.482408,-0.474607,0.791941,0.89067,0.451168,-0.312783,-0.254772,1.71537,-0.566435,-0.542619,1.33599,1.35963,0.587638,1.50478,0.494439,-0.184092,1.0289
LOPAC 00778,-0.318062,-0.200205,-0.23143,-0.754811,-0.0962428,-3.94142,0.215863,0.264584,0.0211603,-0.580083,-0.485942,-5.36148,-1.93424,5.07722,4.15448,0.322105,-0.768225,1.68852,0.304377,0.279649,0.460572,3.45651,-0.436784,-0.294054,-0.13045,0.318597,0.747269
