,CIN2,Cln3,dep1,ESC2,GAS1,Gim3,HOC1,KRE1,LGE1,MRC1,MT1450,MT2481,MT2544,NOP13,NOP16,NUM1,Pac10,SAP30,SAP30-SC,smi1,Tep1,whi3,whi5,WT,WT-20uM,WT-20uM-SC,ynl224c
LOPAC 00779,-0.612011,-0.153829,0.366612,0.491878,-0.205186,0.706863,0.0495225,-0.565949,-0.179318,-0.187914,-0.0571716,0.157003,0.550653,1.04827,-0.319382,-0.655457,-0.0517608,-2.64403,-0.176101,0.125057,-0.546511,-0.502164,0.287666,0.0323158,-0.0557441,0.198243,-0.18151
LOPAC 00780,0.0523166,0.0429626,0.152187,0.368343,-0.219194,-0.0373872,0.207773,-0.362586,0.428395,0.167173,-0.220682,0.652148,-0.035304,0.251486,0.606025,-0.156157,0.58411,-0.954962,-0.204872,-0.0733608,1.68406,0.499847,0.0524643,0.373536,-0.134538,-0.359357,0.109157
LOPAC 00781,-1.96994,-6.14836,11.5827,-1.86089,-0.919363,-9.44949,0.949612,0.345953,-1.36257,0.388711,-22.448,-16.2061,-16.383,-3.89159,-10.6189,0.0260655,-30.0658,0.560978,0.484715,0.346608,-1.83098,-11.1415,-7.34557,-12.5597,0.359286,0.858116,-2.53866
LOPAC 00782,0.824468,0.760725,0.795221,0.227661,0.650293,0.911984,0.5743,1.0047,0.679866,0.337287,1.73417,-0.0195838,1.73311,-0.0712119,0.0855168,0.969403,0.53146,2.61666,0.143495,0.379295,0.816234,-6.92802,0.665991,0.287356,0.503912,0.303262,0.488767
LOPAC 00783,1.07664,0.636045,0.324485,-0.0710271,0.94253,-0.316151,-0.0112303,0.0192854,0.564803,0.725209,-0.0716582,0.341006,0.570836,0.0408983,-0.368482,0.481699,0.595582,0.782941,0.00386908,0.210493,-0.108465,-0.377474,-0.433483,-0.381988,0.892077,0.433136,0.225479
LOPAC 00784,0.294242,-1.3118,-0.574429,-0.633481,-0.561139,-0.00360582,-0.019399,0.0855036,-0.0890911,0.0267639,0.662796,-0.721273,-0.44761,-0.592881,1.53584,0.465138,-0.953803,1.61881,-0.15016,-0.000847136,-1.58502,0.240839,-0.298987,-0.74141,-0.558577,0.418642,-1.20244
LOPAC 00785,-17.1265,-15.405,-37.5657,-20.75,-43.2222,-9.20709,-32.6119,-34.4136,-28.4327,-32.5171,-24.3898,-52.0406,-34.0639,-42.9102,-42.2859,-33.0303,-41.5056,-2.15604,-29.7212,-24.6428,-33.4406,-35.6128,-27.2512,-30.5832,-0.672762,-33.0016,-44.6298
LOPAC 00786,0.0352329,0.281741,0.269018,0.125337,0.0515896,0.463545,0.0938859,0.255533,0.389217,-0.122199,-1.08111,0.165204,-1.28371,-0.219403,-0.627916,0.0391353,0.175713,-0.674172,0.114992,-0.204743,0.013719,0.160945,-0.042067,-0.245932,-0.109186,-0.0642502,0.161625
LOPAC 00787,-0.278297,0.838475,-0.743625,-0.586367,-0.0560896,-1.76972,0.517768,0.106566,-0.353357,0.0566228,1.34756,-0.523014,-0.550539,-0.590649,0.0583515,0.135079,-1.02528,2.30415,0.863997,0.473506,-1.26447,-0.790881,1.22648,-1.58913,-0.0704032,0.972655,-0.775159
LOPAC 00788,-0.654621,0.113921,-0.653893,0.259353,0.0281126,0.2224,0.0556705,-0.633175,-0.416656,-0.689587,-0.0483744,-1.22205,1.01088,1.21411,2.24348,-0.466796,-0.0481928,-1.30604,-0.128822,-0.504143,0.347898,0.894516,2.10593,1.97509,-1.8077,0.816538,0.312054
LOPAC 00789,-0.0552766,-0.442791,1.17316,0.855238,-0.0777306,1.23217,0.637464,0.139331,-0.124033,-0.266965,0.962272,-0.0918587,0.706095,0.354884,0.0951702,-0.140638,0.337701,-0.917634,-0.0879604,0.438007,0.111393,-0.305109,-0.243435,0.171341,0.200237,-0.103297,0.197013
LOPAC 00790,-0.00636968,0.191682,-0.240534,0.197056,0.119163,0.263995,0.106016,-0.154257,0.585347,0.19665,0.857267,0.363321,0.486891,0.859675,0.288874,-0.115813,0.285844,-0.548238,0.213227,-0.213355,0.880282,0.621,0.256444,0.853865,-0.234968,-0.392286,-0.329048
LOPAC 00791,0.507622,-0.250546,0.13763,0.369777,0.269959,0.162768,0.325015,0.404672,0.372409,0.260894,1.6819,0.129984,0.555938,1.2367,0.853458,0.373546,0.494212,2.50019,0.457234,0.123301,2.06917,0.198125,0.950756,1.4999,0.401339,0.287105,1.41048
LOPAC 00792,0.57833,0.533359,0.217632,-0.161775,0.464958,0.633632,-0.930275,-0.509248,0.681928,0.243105,0.614766,0.0341551,0.21693,0.14352,0.833677,0.762848,0.0108779,0.27587,-0.131382,0.15368,0.179444,0.945375,0.362481,0.30123,0.377031,0.501555,0.0917227
LOPAC 00793,-2.44918,-3.42906,0.279585,-0.5819,-0.231024,-1.57388,1.7487,-0.260952,1.61896,-1.79466,-2.36758,-0.89237,-3.17323,-5.31592,-3.50842,-1.11459,-2.0991,0.72614,0.451869,-0.331229,-1.76475,-4.80129,-4.49532,-4.92206,-4.22515,1.86119,-4.45569
LOPAC 00794,0.0405787,-0.490424,0.407759,0.453753,0.0898604,-0.0359815,-0.427629,-0.31205,-0.561397,0.116574,-0.0242792,0.172917,-0.276781,0.251871,-0.229944,-0.233968,-0.383225,-3.19933,-0.109234,0.176454,0.587746,0.0678657,0.261584,0.186298,-0.0345885,-0.325034,0.835573
LOPAC 00795,0.352624,0.55372,0.335913,0.364267,-0.271864,1.76014,-0.694233,-0.61598,-0.14021,-0.483573,-0.188221,-0.540773,0.49366,0.346516,-0.781485,-0.447556,0.528286,-2.99175,-0.147344,0.0619521,-0.262663,0.327006,-0.663741,-0.228993,-0.0681239,-0.821326,-0.529167
LOPAC 00796,-0.06909,-0.107723,0.302238,-0.0286051,0.327722,1.18863,-0.0279627,0.364703,0.0100501,-0.18201,-0.593661,-0.288028,-0.142188,0.369923,-0.563562,-0.544725,-0.0190264,-1.00384,-0.282395,0.417201,0.288621,0.606853,-0.19356,-0.774951,0.292535,-0.551927,-0.532024
LOPAC 00797,0.965993,0.671968,-0.0666823,0.328909,0.54828,0.586437,0.123017,0.070302,0.217244,0.818847,0.1509,0.487291,-0.216105,-0.0776305,2.02789,0.567004,0.891136,-0.187118,0.509146,0.298413,-0.116005,1.09411,0.616045,0.349373,1.9107,-0.587367,0.564221
LOPAC 00798,-2.28374,-3.4798,-0.0396874,-0.518582,0.169703,-3.25454,1.29739,-0.445771,1.54408,-1.16319,-3.24814,-1.91359,-2.77897,-4.54776,-4.05241,-0.927079,-0.663951,-0.010901,1.39275,0.0705125,-2.19299,-4.34403,-5.01542,-4.38145,-1.71288,2.78171,-4.10635
LOPAC 00799,0.161611,-0.191721,0.384437,-0.163137,-0.562068,-0.767579,0.338538,-0.636881,-0.427642,-0.0952992,0.00870096,-0.152499,-1.08752,0.0810968,-0.226075,-1.12268,0.595687,-4.97173,-1.16963,0.15578,0.115972,-0.575768,1.81206,-0.230944,0.054492,-0.758272,0.154738
LOPAC 00800,-2.72574,2.98095,-5.52403,-0.624666,-11.1834,-7.04661,-6.47346,-5.09003,-4.62039,-4.55382,-7.3062,-5.64524,-4.54867,-5.76043,-4.84383,-9.23891,-5.4116,2.00614,-2.98012,-17.5628,-4.57439,-3.87615,-7.46022,-4.22699,0.812966,-2.42928,-3.17412
LOPAC 00801,0.119272,-0.877982,0.400867,-0.11722,-0.55176,0.234242,0.0817523,0.0195956,0.259054,-0.692975,-0.971955,-0.221398,-0.324561,0.0769637,0.818889,-0.73577,0.243454,-2.2502,-0.700909,-0.287032,-0.0516072,0.152423,0.613711,-0.140447,-0.399388,-0.589662,-0.0073794
LOPAC 00802,0.53863,0.599899,0.383104,0.783022,-0.373032,0.329983,0.741331,1.47819,0.59967,0.518604,0.0399824,-0.351583,0.634919,0.952911,0.860167,0.590147,0.260584,2.54903,0.881028,0.231832,0.484116,1.16844,1.09515,0.626536,1.37017,0.806263,0.31597
LOPAC 00803,-0.300925,-1.45819,-0.221534,-1.03767,-0.398543,4.97674,-0.193014,0.0975628,0.404589,0.0794716,-0.0727734,-0.378816,0.627996,-0.192873,0.81958,-0.493537,0.289661,-0.862046,-0.0919056,0.0310582,-0.662088,-0.18199,-0.730549,-0.320473,-0.562844,0.871852,-0.498001
LOPAC 00804,0.453522,2.02054,1.59478,1.60088,1.71623,-1.84326,2.05702,0.74475,1.12835,0.878518,0.832657,-0.145517,0.00279199,-2.39585,-1.3949,1.62104,-1.15397,2.37953,2.433,0.846092,-0.467169,-1.798,-0.20258,0.0809673,-1.54161,2.64172,0.194953
LOPAC 00805,-0.240811,-0.397048,-0.779495,-0.529658,0.202448,-1.86989,-1.18452,-1.02893,-2.88258,-1.37393,-0.501881,-3.29899,-1.32998,-0.304706,0.130167,-1.91892,0.433531,-3.71519,-3.24465,-7.74027,0.165669,0.831379,-0.393901,0.651016,-0.69309,-1.33726,0.354023
LOPAC 00806,0.387561,-0.596315,0.138388,1.02841,-0.355635,0.730006,3.32677,0.733674,0.819568,1.57275,-0.0848751,0.536358,-0.400075,0.606249,-0.460059,0.930405,0.537778,5.85515,0.313193,-0.161432,0.472677,1.00598,0.352328,0.659943,0.0761965,1.11464,-0.197035
LOPAC 00807,-0.155369,-0.530987,-1.37634,-1.24667,-1.00537,0.397427,-0.168791,-1.12123,-1.55825,-2.11086,0.0990279,0.352455,1.59786,0.858704,0.0176231,-4.42991,0.401111,-4.04902,-2.18937,-2.62383,0.0353017,0.883228,0.991173,-0.135124,0.904543,-2.07068,0.0309328
LOPAC 00808,-0.621341,1.18222,-8.69558,0.727828,-30.9661,-5.65973,-3.82742,-0.0762045,-2.80395,-1.43672,-10.1943,-48.5375,-5.85872,-14.1622,-21.3589,-1.51593,-0.897247,1.83865,-0.440538,-19.6662,-13.7265,-5.02911,-9.40298,-7.04867,-1.7091,-1.53588,-11.0363
LOPAC 00809,0.345807,1.816,-0.109571,0.490338,-4.10764,0.385273,0.285942,0.0594667,0.0474243,-0.38779,-0.89949,0.49276,0.0431008,1.02448,0.968652,0.331666,0.771011,-1.0019,-0.272015,-0.239634,0.81092,0.792718,0.601257,0.279505,0.605517,-0.973262,0.0710657
LOPAC 00810,0.22023,-1.67172,0.315916,0.0954408,-0.756881,1.13556,2.83694,0.955613,1.34366,1.24562,0.417332,-0.712471,1.1018,0.305058,0.379882,1.88748,-0.415582,4.39351,0.676372,-0.011175,0.403421,0.263979,0.520804,0.0409946,-0.375005,1.30436,0.176699
LOPAC 00811,-0.309127,-0.617501,-0.0458332,-1.93284,-0.082524,-0.6196,0.624643,-0.373266,0.473855,-0.0449256,0.574383,-0.245474,-0.41635,-0.752905,-0.919737,-0.222652,-0.177516,-1.70012,0.516972,0.318516,-0.99704,-0.541368,-0.785612,-0.501578,0.173403,0.886939,-0.0644125
LOPAC 00812,-0.895736,-0.798411,-0.301617,-1.3426,0.170212,-0.603405,0.327247,-1.31889,-1.34329,-0.713631,-0.375794,-1.13848,0.165577,-0.972623,-0.644049,0.0199809,-0.844294,-0.510726,-0.623529,-0.6716,0.00777205,-0.662787,-0.341198,0.0464601,-0.627224,-1.02793,-0.344879
LOPAC 00813,0.281425,1.53388,0.658305,-0.187064,0.280052,0.265809,-0.728864,0.766518,-0.164309,0.990161,-0.329108,2.59476,-0.741477,0.555604,0.632514,0.421955,2.27636,0.616008,-0.044745,0.208552,0.604221,0.463133,-0.502504,-1.12759,1.20334,-0.0196397,0.370115
LOPAC 00814,-1.16307,-1.59372,-5.254,-8.5305,-4.61534,-6.1372,-2.94414,-1.24044,-6.65562,-1.67005,-2.83826,-6.68556,-5.49229,-0.16358,-1.31467,-1.15077,0.51043,-1.73126,-4.57932,-8.99388,-3.7924,-0.850781,-4.06105,-4.00328,-1.44674,-2.7337,-4.92399
LOPAC 00816,0.739058,3.68206,0.56337,1.00705,0.636531,0.248412,0.389784,1.34987,1.30955,0.531977,0.238701,1.25522,0.084645,0.214133,0.371976,0.658073,1.04498,0.520626,0.48339,1.12106,-0.0312957,1.93681,0.847312,0.308495,0.403227,0.392914,-0.0444497
LOPAC 00817,-1.37463,-2.18832,-0.595368,-1.7026,0.00530881,-1.05403,-0.0139553,-1.18644,-2.1781,-0.282752,-1.13476,-2.79502,-1.8996,-1.92497,-1.39685,0.248951,-0.439789,-0.425117,-1.08332,-1.1169,-0.793192,-0.714568,-2.46964,-1.58424,-1.01121,-0.178471,-0.107872
LOPAC 00818,0.712775,-0.0598878,0.0847361,0.0201402,0.258449,0.290148,0.238483,0.431352,0.34734,0.230994,1.10817,0.154339,0.154624,-0.947343,-0.104567,-0.234897,0.250272,-0.12253,0.138764,0.859017,-0.097417,0.0199402,1.39257,0.270409,0.281578,0.028204,-1.19043
LOPAC 00820,0.0145349,0.0168839,0.415841,-0.71167,-0.279536,0.560795,-0.0753178,-0.250789,-0.895283,0.665533,-0.109598,0.55099,-0.154475,-0.300292,0.22873,0.388834,0.889481,-0.216108,0.0681383,-0.232897,0.41218,0.0599683,1.66788,0.0468731,0.7794,0.273289,0.154094
LOPAC 00821,0.603987,-0.129416,0.127052,0.0662403,0.164526,0.271125,0.134112,-0.338231,-0.239773,0.698486,-0.517876,0.416428,-0.635248,0.368257,0.0725592,0.250411,0.751764,0.053367,-0.0048348,-0.354704,0.769715,-0.0105084,1.21711,1.07376,0.0419148,-0.0242658,1.26482
LOPAC 00822,0.428603,0.991956,-0.951675,0.0344333,-0.234385,-0.986539,-0.933502,-0.678237,-1.00413,-2.09022,-0.459096,1.39693,1.0042,0.191074,0.0254157,-2.57052,1.21643,0.527414,-1.55457,0.0710852,-0.278036,-0.441849,-0.112831,-0.264788,0.864534,-1.73273,0.0641688
LOPAC 00823,0.648959,-0.21254,0.99712,0.548502,0.157002,0.00811658,1.20176,0.720927,-0.144588,0.254959,0.0497563,-0.484912,0.507386,-0.389194,-0.113944,1.29618,0.521985,0.283735,0.304364,0.482299,-0.28122,0.129656,0.385335,-0.194167,0.329802,-37.4252,-0.334158
LOPAC 00824,-1.0416,-0.19734,-0.0263754,0.858721,-0.393523,-0.062688,-0.463498,0.422718,1.01673,-0.648621,-0.55299,0.223356,-1.0518,-0.589005,-1.44763,-0.56443,0.325071,-0.146633,0.735568,-0.0682826,-0.63283,-0.182748,0.523062,-0.874984,-0.974741,-0.391452,-0.702238
LOPAC 00825,0.169576,0.307387,-0.165096,1.08627,0.762883,-0.38133,0.347899,0.469673,1.72358,0.272094,0.153229,-0.421662,0.771045,-0.926196,-0.160334,-0.817855,-0.709918,0.464726,1.756,0.0392474,-0.395688,0.45971,-1.02254,-0.530448,0.349752,0.430265,0.374283
LOPAC 00826,-72.0449,-31.9257,-26.4605,-28.4955,-44.9513,-19.0864,-42.8489,-40.1626,-31.1879,-69.3027,-25.5875,-52.3184,-35.5481,-44.0327,-43.5349,-58.0116,-0.474406,-81.1105,-38.178,-25.7684,-36.7958,-36.4589,-27.889,-31.7932,-81.8445,-25.577,-46.7149
LOPAC 00827,-0.141782,-0.104049,0.628902,-1.46363,-0.466281,3.95089,-0.713999,-0.0181774,-1.14711,0.166865,0.0122298,0.152058,-0.182338,0.637324,0.00895622,0.468792,-0.226686,0.632625,-0.375498,-0.207677,0.471852,0.27161,-0.927245,1.05707,-0.0157785,-0.0269924,0.455183
LOPAC 00828,0.237095,0.141969,-0.201272,-0.0917331,0.533271,0.334516,-1.47751,-1.20886,-0.119193,0.730327,0.483449,1.05971,-0.459593,0.293112,0.79791,-0.0607961,0.843619,-0.0508774,0.0237536,-0.0217884,0.357658,0.202768,0.0894952,0.557256,-0.188165,-0.252618,-0.394999
LOPAC 00829,0.521803,0.198607,-0.160659,1.00042,0.790985,0.0368452,1.07138,0.547613,2.27808,0.40954,-0.275991,-0.92983,0.512833,-0.287283,0.198745,-0.223955,0.209581,0.646553,1.74316,0.847735,0.0286943,0.937056,0.664984,0.265028,-0.0525222,0.704115,-0.411043
LOPAC 00830,0.22352,-0.553754,0.0836447,1.18505,0.394639,-0.650435,0.643422,0.908886,1.97222,-0.480899,0.271718,-0.415055,-0.607388,-0.191899,1.1877,0.200402,-0.437972,0.918514,0.839587,0.441278,-0.631357,-0.544989,-1.05379,-1.11568,0.577439,0.918765,0.628076
LOPAC 00831,-0.716512,-0.89126,-0.515513,-1.56256,0.570744,0.448,0.642985,-0.779575,-1.52205,-0.392767,0.553575,0.433276,0.867944,0.703499,-0.701842,0.49027,-0.499767,-0.10537,-1.56743,-0.388387,-0.144222,-0.213498,0.0332649,-0.238029,-0.930863,0.377021,0.342216
LOPAC 00832,-72.4428,-32.1623,-38.6014,-28.6079,-45.3627,-19.1146,-42.9487,-40.3389,-31.246,-69.5237,-25.4413,-51.7633,-35.6431,-43.6199,-43.3836,-58.2072,-42.3572,-80.9176,-38.291,-25.8721,-36.8401,-36.2285,-27.7799,-31.6935,-81.0923,-37.6341,-46.4956
LOPAC 00833,0.518007,-0.0587056,-0.176047,-0.238756,-0.383129,0.149469,0.291648,-0.259303,1.0341,0.995779,-0.248034,0.334817,-0.358222,-0.422143,0.155012,0.184634,0.471642,-0.130906,-0.330612,-0.120383,0.47944,-0.679855,-0.528548,-0.0554768,0.411099,0.126403,0.151173
LOPAC 00835,0.467359,3.46438,0.421616,0.7252,-0.485198,-0.253132,-0.690756,1.19928,0.235497,0.343335,-0.0062402,0.217088,-0.157527,-0.319019,-0.454355,0.170782,0.801947,0.174978,0.522988,0.460777,0.12356,0.620813,0.749931,-0.110188,0.828668,-0.667313,-1.1019
LOPAC 00836,-0.115577,-1.00747,0.338445,1.23486,0.965023,-0.623893,1.39307,0.930535,0.777199,-0.353589,0.576433,0.0487438,0.0719138,0.103511,0.575311,0.143391,-1.16657,0.159761,1.00953,1.40356,-0.392655,-1.29586,-0.747519,-1.1672,0.0896351,1.12601,0.916045
LOPAC 00837,0.248186,-1.11122,0.484778,0.861924,0.473534,0.00583346,0.533898,0.585667,0.852233,0.699067,-0.0335836,-0.828908,-0.53358,0.487788,1.033,-0.102061,1.07487,0.242744,1.40505,0.987968,-0.365067,0.113922,-0.815632,1.90314,1.11191,2.77448,0.586518
LOPAC 00839,-2.45618,-1.34695,-3.90102,-8.20772,-5.45995,-6.27367,-0.0576249,-0.394571,-5.66483,-4.89567,0.57666,-1.91228,-0.28451,-1.02749,-0.806901,-2.98839,-0.238337,1.54035,-0.675009,-10.4736,-1.68218,-2.16245,-3.49957,-2.12885,0.328129,-0.906462,-1.14226
LOPAC 00840,-1.35527,-0.231577,-0.408075,-1.22732,1.37439,3.30002,2.48471,-2.04294,-1.07965,-0.151059,0.249587,-0.706855,0.52185,-1.30623,-0.116098,-0.156373,-0.27449,-0.374514,-1.19915,0.764527,-0.162124,-0.933119,0.655534,0.214037,-0.993398,-0.404469,-0.54126
LOPAC 00841,0.0464971,1.21433,0.305069,-0.243834,0.0410981,1.02759,0.694577,0.166675,0.150464,-0.581484,-0.600943,0.0976516,-0.38065,0.950959,0.168039,0.425994,-0.509931,-0.507267,-0.491631,1.16794,0.240295,-0.545088,0.88667,-0.490905,-0.408074,0.372822,-0.270443
LOPAC 00842,0.596899,0.361274,0.496312,0.137992,-0.312417,0.779498,-0.576835,0.412257,0.0625976,-0.782293,-0.471728,0.377321,-0.193625,0.0126958,-0.580617,-0.367961,-0.484338,-1.15614,-0.33358,1.89329,0.670369,0.0432087,0.236047,0.807062,-0.147942,-0.0215907,-0.205312
LOPAC 00843,0.527591,-3.64584,-4.16508,-1.51815,-14.0455,-8.00649,-2.90908,-6.54848,1.10105,0.775302,-3.95328,-18.1259,-1.02996,4.52193,1.69091,0.0132638,-6.50051,-1.37822,-2.65003,-7.62326,1.98835,2.93655,-11.918,0.249457,-0.780115,-1.81813,0.697123
LOPAC 00844,-5.72842,0.50897,-4.12052,-0.464693,-6.20735,-1.22648,-7.17594,-11.8057,-4.65523,-11.2242,0.371279,1.41927,1.63526,1.58686,1.51237,-9.39906,0.0291344,0.18698,-0.39787,-8.52259,0.244682,0.946413,0.343662,1.05391,0.641241,-5.70112,1.14445
LOPAC 00845,0.385885,0.172568,-0.206678,0.0447212,-1.05118,0.189651,-0.0245654,-0.194098,-0.388702,0.0699303,-0.495737,0.541868,-0.668686,0.852697,0.147918,-0.177263,-0.480138,-0.53723,-0.148885,0.405774,0.0528129,-0.719391,-0.116869,-0.444772,-0.244217,0.0662501,-0.224168
LOPAC 00846,-31.6162,0.904595,-29.652,-25.0192,-20.2378,2.23747,-39.6015,-19.4123,-27.5034,-28.1469,-1.12626,0.850753,3.32701,0.649905,0.255131,-50.9794,0.0223446,0.886664,-32.4444,-24.3284,-0.189177,0.760499,2.10904,0.735534,1.19632,-28.4189,0.181252
LOPAC 00847,-0.174686,1.55587,-1.01492,-0.305787,0.712821,-9.66365,-0.678359,0.24924,0.623219,-1.00733,-0.617071,-6.21092,-17.1927,-17.5533,1.34509,-2.68956,0.347332,0.692531,0.363005,-1.18021,-30.9953,4.40373,-5.93838,-4.12321,0.0779176,-2.81931,-3.64703
LOPAC 00848,-0.11714,0.145046,1.30029,0.403031,-0.515199,0.023111,-0.282754,-0.0944921,1.47103,-0.583891,0.0376828,-0.0918612,-0.0826582,-0.135462,-0.187118,-0.189,-0.585614,-0.62211,0.0750578,1.33373,-0.0949002,-0.633667,0.773847,-0.327341,-0.382997,0.0488859,-0.17144
LOPAC 00849,-0.303602,-0.915452,1.30776,0.568166,-0.671173,-1.26766,0.932727,1.35631,2.67382,-1.79421,0.312287,-0.260304,-0.185698,-0.661658,-1.52933,0.0476553,-1.05503,0.281985,1.05784,-0.19139,-1.03661,-1.86215,-0.783035,-1.26135,-0.684226,0.286579,-0.435079
LOPAC 00850,-0.358476,-1.10364,-1.66353,-0.560077,-0.257031,0.666978,-0.740373,-0.999855,-0.898462,-0.51642,0.364839,-1.46525,-0.478889,-1.00123,-0.211735,0.111138,-0.466394,-0.801201,-1.3939,-1.57345,0.65114,-0.0195124,-0.0511071,0.172591,-0.961698,-1.1334,-1.11727
LOPAC 00851,0.267862,0.297787,-0.418941,-0.184667,0.392989,0.774409,-0.218423,-1.21019,-0.357175,0.820395,-0.61009,1.52169,0.00929995,0.538326,0.550275,0.605557,1.08257,-0.143403,-0.301964,0.416024,0.736782,0.332478,0.183961,0.57675,0.0827572,0.0425672,0.47023
LOPAC 00852,-0.130381,0.236533,0.0611612,-0.9133,0.841783,-0.291917,-1.24667,-0.846614,-0.600113,-0.179651,0.662519,0.439763,0.185198,0.87687,0.772333,-0.341727,2.22375,0.0457602,-0.313441,-0.132721,0.574687,1.99399,0.597472,0.481392,1.30681,-0.140283,0.388974
LOPAC 00853,0.238097,0.862678,0.10046,0.0616157,-0.0235542,-4.27802,-0.054483,0.442921,-0.805993,0.132902,-5.36769,-1.68321,-1.49357,0.525794,0.72808,-0.575724,-0.264761,0.305988,0.237273,-0.855955,-4.58795,0.874623,-2.58436,-4.2369,1.50554,-0.228742,-3.60826
LOPAC 00854,0.328637,0.507573,1.68405,0.425059,0.484899,0.336869,0.838388,1.56483,0.819769,0.751433,-0.63241,1.0851,0.443527,-0.230434,0.122559,0.222716,0.336539,0.968591,1.05981,0.711678,-0.457073,0.12653,-1.20209,0.0735457,0.32247,5.66923,0.145521
LOPAC 00855,3.49469,0.546558,3.89479,1.17865,-1.22687,-0.875562,0.829148,0.797366,2.62277,2.52923,1.24777,-1.2506,3.05629,0.463923,2.04419,0.703878,-0.235831,2.76226,2.257,0.800716,-0.0629501,-0.165915,-1.02562,-0.0273224,2.33581,3.25778,0.156617
LOPAC 00856,-1.01229,-0.724473,-1.95159,-0.775523,0.0420709,0.560958,-0.523554,-1.34505,-0.963419,-0.688893,0.114334,-2.46458,-0.915655,-0.80152,0.120152,0.0721765,-0.557502,-0.439918,-1.39337,-1.80155,-0.224358,0.330716,-0.321188,-0.0614953,-1.26686,-0.967669,-0.536987
LOPAC 00857,0.0857262,0.373288,-0.795876,-0.250899,-0.341215,0.0198915,-1.17379,-1.42866,-1.66569,-0.0462577,0.712268,0.530313,0.618583,0.65994,0.648302,0.243326,0.326391,0.473761,-0.817809,0.285614,0.799347,1.23508,0.206283,1.12074,0.26495,-0.65794,1.65233
LOPAC 00858,0.800132,0.369846,-0.458974,0.0224006,0.100476,0.888672,0.720664,0.354276,0.566143,0.838444,-0.345512,1.39937,-0.303149,0.909965,0.422438,0.444926,1.28568,-0.20882,-0.455104,-1.1776,1.18682,0.148835,2.11881,0.685874,-0.12211,0.672395,0.8615
LOPAC 00859,0.0583858,-0.882091,-0.876168,-0.139551,0.580942,-4.95808,0.622061,0.612086,-0.266125,0.268129,-2.01399,-11.3963,-0.707426,-2.07128,-1.23419,-0.434883,-3.47157,-0.501943,0.238378,1.26127,-2.40467,-0.94651,-7.74985,-1.29694,0.0924196,0.429061,-0.622615
LOPAC 00860,0.00179434,1.09875,1.2472,0.210599,-0.189763,0.352677,0.310527,1.74991,1.09318,0.278686,0.760249,1.04127,1.37291,6.40723,0.962019,0.0040735,0.138848,0.146175,0.454699,1.21405,4.39661,4.41704,3.74229,1.28438,-0.0256194,0.728601,2.97732
LOPAC 00861,-0.0373231,-5.43799,0.565013,0.657484,-0.958722,-14.2635,-0.355399,-0.326825,0.431701,-0.397791,-13.6322,-52.5539,-13.322,-4.55322,0.986448,-0.257546,-10.1525,-0.489655,0.256629,1.11473,-2.15248,-1.82682,-14.9052,-10.9654,-0.701456,-0.141495,-17.159
LOPAC 00862,-3.97716,-11.1348,-6.76585,-2.89089,-8.48973,-12.9856,-7.89921,-6.41615,-9.35494,-5.38218,-5.44926,-7.19281,-9.9524,-17.9207,-0.861309,-11.0121,-0.954086,-1.71278,-6.2803,-7.28829,-30.9827,-6.6747,-14.918,-9.247,-1.86027,-3.87317,-17.2558
LOPAC 00864,1.03471,1.74465,-0.230348,-0.240956,0.612849,0.533755,0.409313,0.204484,-0.62315,0.118186,-0.281037,-0.617175,0.86496,0.721775,-0.143574,0.831425,1.04828,1.53791,0.164999,-0.661553,-0.0817762,0.853066,-0.178447,0.32878,0.619971,1.02381,-0.874429
LOPAC 00865,0.406561,-0.355757,0.367721,-0.241697,0.189781,-0.568261,-0.239903,0.251835,-0.0321569,0.369474,-0.592839,-0.216915,-0.241862,-0.936152,-0.652115,0.00214022,-0.358352,-0.0346095,0.036918,0.486417,-0.887034,0.0214402,1.2505,-0.21873,0.18092,-0.780135,-0.050766
LOPAC 00866,0.30415,0.684428,1.00187,1.15937,0.362199,0.412914,0.0618725,0.940382,0.376673,0.374271,0.139662,0.181476,0.393361,0.933283,0.409809,0.214545,-0.0123735,0.514243,0.392988,0.982211,0.845202,0.33764,0.108374,0.216584,0.543162,0.217688,-0.1291
LOPAC 00867,-1.12557,-0.570578,0.206653,2.19782,0.591999,-0.960535,0.703159,0.878094,0.231247,-1.10877,-0.580443,-0.405627,0.212956,-0.47934,0.235027,-0.364116,-0.647157,0.479801,0.43295,-0.709092,0.243619,-2.00476,-0.4102,-0.635322,-0.134201,0.784527,0.307311
LOPAC 00868,-1.88175,-1.98907,-3.75268,-2.00506,-1.31866,-1.65978,-1.34775,-2.63018,-3.92532,-2.48367,0.580187,-2.82179,0.0602418,-0.334371,-0.502466,-1.06081,0.497683,-1.18437,-2.68025,-4.40269,-0.77588,0.472027,-0.633496,-0.0247765,-1.48646,-1.57074,-0.559457
LOPAC 00869,-0.0613125,-0.893094,0.677545,1.0725,0.926372,-0.392549,37.1015,0.261968,0.774237,-1.041,0.421306,0.275443,0.979198,-0.236112,-0.339555,0.00751991,-0.292636,0.520939,1.25608,0.475025,0.63793,-1.07411,0.31636,0.105322,-0.228446,0.586999,-0.157339
